# 
# 
# 
Name RA dec g SNR sigma_LB lgM dchi2 lgtau z_ph z_ph_plus z_ph_minus z_sp "z_sp source" W1-W2 lgF Field z_simb r_z_simb z_ozdes z_desi z_best ID comment
J003611.21-444031.31 9.0467 -44.6754 21.6 12.5 9.8 "$7.7 \pm 0.7$" 0.2 "$2.6 \pm 0.8$" 0.4 0.20 0.05 nan None 17.4 nan SN-E2 -1.0 "" -1.0 -1.0 0.4 432 ""
J003544.92-445430.83 8.9372 -44.9086 22.8 4.4 5.6 "$7.4 \pm 0.5$" 0.2 "$2.6 \pm 1.0$" 0.51 0.03 0.02 nan None 1.2 nan SN-E2 -1.0 "" -1.0 -1.0 0.51 433 ""
J003527.10-445636.31 8.8629 -44.9434 20.3 4.6 3.8 "$8.3 \pm 0.5$" -0.0 "$2.8 \pm 0.9$" 1.45 0.15 0.20 nan None 0.0 nan SN-E2 -1.0 "" -1.0 -1.0 1.45 434 ""
J003624.72-444626.77 9.103 -44.7741 21.3 14.5 11.2 "$9.1 \pm 0.4$" 0.1 "$2.7 \pm 0.7$" 1.3 0.40 0.10 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 1.3 435 ""
J003606.67-445227.67 9.0278 -44.8744 22.8 12.0 9.7 "$7.8 \pm 0.5$" 0.1 "$2.7 \pm 0.8$" 0.25 0.03 0.02 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.25 436 ""
J003434.89-444739.00 8.6454 -44.7942 21.6 14.2 10.6 "$8.2 \pm 0.4$" 0.4 "$3.3 \pm 0.5$" 0.9 0.20 0.35 nan None 0.9 nan SN-E2 -1.0 "" -1.0 -1.0 0.9 437 ""
J003359.20-432640.15 8.4967 -43.4445 21.3 11.2 9.2 "$9.9 \pm 0.1$" 6.6 "$2.0 \pm 0.4$" 0.8 0.10 0.25 nan None 0.5 -14.42 SN-E2 -1.0 "" -1.0 -1.0 0.8 438 ""
J003434.46-432434.82 8.6436 -43.4097 21.7 9.8 7.5 "$8.2 \pm 0.4$" 0.6 "$1.7 \pm 0.4$" 1.1 0.15 0.45 nan None 0.7 nan SN-E2 -1.0 "" 0.22619999945163727 -1.0 0.22619999945163727 439 ""
J003429.24-432055.53 8.6218 -43.3488 21.9 10.0 7.6 "$9.8 \pm 0.2$" 8.3 "$2.9 \pm 0.8$" 0.57 0.02 0.03 nan None 0.4 -13.67 SN-E2 -1.0 "" -1.0 -1.0 0.57 440 ""
J003954.19-432738.99 9.9758 -43.4608 20.7 13.5 10.2 "$9.2 \pm 0.5$" 0.2 "$2.5 \pm 0.8$" 1.25 0.15 0.10 nan None 1.1 nan SN-E2 1.28 2017AJ....153..107T 1.2803699970245361 -1.0 1.2803699970245361 441 ""
J004020.38-432053.86 10.0849 -43.3483 19.2 13.2 6.1 "$10.3 \pm 0.1$" 3.5 "$0.9 \pm 0.1$" 0.9 0.20 0.25 nan None 1.2 nan SN-E2 0.88 2017AJ....153..107T 0.8795999884605408 -1.0 0.8795999884605408 442 ""
J003614.30-430650.28 9.0596 -43.114 21.7 9.3 8.5 "$7.7 \pm 0.8$" 0.1 "$2.3 \pm 0.6$" 0.32 0.01 0.01 nan None 0.4 -14.26 SN-E2 -1.0 "" -1.0 -1.0 0.32 443 ""
J003438.47-433037.06 8.6603 -43.5103 20.1 9.0 3.1 "$6.5 \pm 0.7$" 0.1 "$3.4 \pm 0.7$" 0.21 0.02 0.02 nan None 0.3 nan SN-E2 0.198 2009ApJ...703.1778S -1.0 -1.0 0.198 444 ""
J003639.51-430400.40 9.1646 -43.0668 20.2 14.5 11.1 "$7.8 \pm 0.2$" 0.5 "$2.6 \pm 0.7$" 1.25 0.50 0.30 nan None 1.1 nan SN-E2 1.316 2017AJ....153..107T 1.3165600299835205 -1.0 1.3165600299835205 445 ""
J003603.21-430522.21 9.0134 -43.0895 21.6 10.3 8.0 "$8.1 \pm 0.2$" 0.5 "$2.4 \pm 0.8$" 0.9 0.35 0.05 nan None 0.6 -14.11 SN-E2 -1.0 "" 0.8316699862480164 -1.0 0.8316699862480164 446 ""
J003554.17-433418.65 8.9757 -43.5718 21.6 11.1 10.2 "$8.7 \pm 0.1$" 4.2 "$2.5 \pm 0.8$" 0.21 0.01 0.05 nan None 0.7 -13.87 SN-E2 1.22 2009ApJ...703.1778S -1.0 -1.0 1.22 447 ""
J003502.50-433419.58 8.7604 -43.5721 21.4 13.2 10.4 "$6.7 \pm 0.4$" 0.1 "$3.1 \pm 0.7$" 0.36 0.04 0.02 nan None 0.6 -13.5 SN-E2 0.947 2009ApJ...703.1778S -1.0 -1.0 0.947 448 ""
J003506.04-431153.55 8.7752 -43.1982 21.2 12.6 9.4 "$7.0 \pm 0.1$" 1.8 "$2.2 \pm 0.6$" 0.35 0.04 0.03 nan None 0.3 nan SN-E2 -1.0 "" -1.0 -1.0 0.35 449 ""
J003530.72-431643.47 8.878 -43.2787 22.7 7.0 9.6 "$8.3 \pm 0.4$" 0.3 "$3.2 \pm 0.5$" 1.06 0.01 0.01 nan None 0.5 -14.62 SN-E2 -1.0 "" 1.0015100240707397 -1.0 1.0015100240707397 450 ""
J003450.51-431651.50 8.7105 -43.281 22.4 11.0 8.8 "$7.5 \pm 0.6$" 0.0 "$2.7 \pm 0.7$" 0.23 0.01 0.02 nan None 22.5 -14.67 SN-E2 -1.0 "" -1.0 -1.0 0.23 451 ""
J003554.61-431339.44 8.9776 -43.2276 22.9 6.2 6.5 "$10.2 \pm 0.3$" 2.3 "$2.6 \pm 0.9$" 1.25 0.10 0.05 nan None 0.6 -15.02 SN-E2 -1.0 "" 1.3445199728012085 -1.0 1.3445199728012085 452 ""
J003627.10-430855.38 9.1129 -43.1487 23.0 7.2 5.4 "$8.7 \pm 0.6$" 0.3 "$1.8 \pm 0.6$" 0.7 0.02 0.03 nan None 22.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.7 453 ""
J004139.34-434323.86 10.4139 -43.7233 20.5 13.6 10.6 "$9.7 \pm 0.1$" 5.3 "$2.8 \pm 0.8$" 0.6 0.40 0.15 nan None 0.7 nan SN-E2 2.058 2017AJ....153..107T 2.0534300804138184 -1.0 2.0534300804138184 454 ""
J004116.50-431406.16 10.3187 -43.235 22.1 8.4 6.1 "$6.5 \pm 0.5$" 0.1 "$2.6 \pm 0.7$" 0.15 0.03 0.03 nan None 1.0 nan SN-E2 -1.0 "" 2.3532299995422363 -1.0 2.3532299995422363 455 ""
J004115.81-431325.49 10.3159 -43.2237 22.4 5.8 6.1 "$9.7 \pm 0.1$" 5.6 "$2.1 \pm 0.5$" 0.65 0.25 0.10 nan None 22.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.65 456 ""
J004132.97-432827.60 10.3874 -43.4743 22.3 6.6 5.8 "$9.7 \pm 0.1$" 2.0 "$2.1 \pm 0.5$" 0.24 0.02 0.02 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 0.24 457 ""
J004114.74-431453.59 10.3114 -43.2482 21.0 3.6 3.6 "$8.5 \pm 0.5$" 0.1 "$2.0 \pm 0.8$" 1.1 0.35 0.10 nan None 1.0 nan SN-E2 -1.0 "" -1.0 -1.0 1.1 458 ""
J004024.73-431450.98 10.103 -43.2475 21.2 12.0 8.1 "$7.8 \pm 0.3$" 0.3 "$2.1 \pm 0.6$" 0.6 0.40 0.25 nan None 0.4 nan SN-E2 -1.0 "" 0.7171099781990051 -1.0 0.7171099781990051 459 ""
J003958.68-431142.13 9.9945 -43.195 23.5 5.7 5.4 "$6.8 \pm 0.6$" 0.0 "$2.6 \pm 0.9$" 0.15 0.01 0.01 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.15 460 ""
J004101.70-435223.57 10.2571 -43.8732 22.9 5.1 4.9 "$7.8 \pm 0.3$" 0.8 "$2.4 \pm 1.0$" 0.82 0.04 0.01 nan None -0.1 nan SN-E2 -1.0 "" -1.0 -1.0 0.82 461 ""
J003457.83-441106.93 8.741 -44.1853 21.8 14.0 11.0 "$7.6 \pm 0.5$" 0.2 "$2.9 \pm 0.8$" 0.65 0.45 0.20 nan None 0.7 nan SN-E2 -1.0 "" 0.586430013179779 -1.0 0.586430013179779 462 ""
J004121.02-435803.81 10.3376 -43.9677 20.3 3.3 3.4 "$6.8 \pm 0.5$" 0.0 "$2.5 \pm 1.1$" 0.28 0.08 0.13 nan None 17.6 nan SN-E2 -1.0 "" 0.2709200084209442 -1.0 0.2709200084209442 463 ""
J003733.28-435353.48 9.3887 -43.8982 21.4 11.0 9.0 "$7.9 \pm 0.2$" 0.5 "$2.1 \pm 0.7$" 1.25 0.10 0.45 nan None 1.1 nan SN-E2 -1.0 "" -1.0 -1.0 1.25 464 ""
J003509.03-441838.71 8.7876 -44.3108 21.1 14.3 10.4 "$7.2 \pm 0.7$" 0.1 "$2.3 \pm 0.7$" 0.4 0.25 0.15 nan None 0.8 nan SN-E2 -1.0 "" 0.3418700098991394 -1.0 0.3418700098991394 465 ""
J003855.87-440126.11 9.7328 -44.0239 22.3 7.7 6.3 "$6.5 \pm 0.7$" 0.0 "$1.9 \pm 0.4$" 0.24 0.02 0.02 nan None 0.7 nan SN-E2 -1.0 "" -1.0 -1.0 0.24 466 ""
J003459.49-441415.82 8.7479 -44.2377 22.5 5.4 7.5 "$8.4 \pm 0.3$" 0.5 "$2.8 \pm 0.9$" 0.96 0.04 0.01 nan None 0.3 nan SN-E2 -1.0 "" -1.0 -1.0 0.96 467 ""
J003513.00-441454.72 8.8042 -44.2485 22.2 6.2 7.2 "$7.0 \pm 0.2$" 0.6 "$2.4 \pm 0.7$" 0.46 0.01 0.02 nan None 0.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.46 468 ""
J003902.11-440451.96 9.7588 -44.0811 21.4 12.6 10.1 "$7.2 \pm 0.3$" 0.6 "$2.4 \pm 0.5$" 0.23 0.01 0.02 nan None 0.6 nan SN-E2 -1.0 "" 0.5600000023841858 -1.0 0.5600000023841858 469 ""
J004024.93-440521.41 10.1039 -44.0893 22.3 8.6 9.4 "$8.6 \pm 0.6$" 0.0 "$2.9 \pm 0.8$" 0.95 0.02 0.04 nan None 0.2 nan SN-E2 -1.0 "" 0.993340015411377 -1.0 0.993340015411377 470 ""
J003506.50-441404.91 8.7771 -44.2347 22.6 9.7 9.5 "$11.3 \pm 0.3$" 0.4 "$3.0 \pm 0.7$" 0.81 0.14 0.03 nan None 0.3 nan SN-E2 -1.0 "" 0.6624000072479248 -1.0 0.6624000072479248 471 ""
J004008.39-433801.89 10.035 -43.6339 20.5 11.1 6.0 "$7.7 \pm 0.4$" 0.2 "$1.7 \pm 0.3$" 0.37 0.07 0.02 nan None 0.4 nan SN-E2 -1.0 "" 0.4014799892902374 -1.0 0.4014799892902374 472 ""
J004057.70-433754.32 10.2404 -43.6318 22.4 7.7 8.7 "$8.1 \pm 0.5$" 0.1 "$2.1 \pm 0.5$" 0.95 0.15 0.05 nan None 0.7 nan SN-E2 -1.0 "" -1.0 -1.0 0.95 473 ""
J004032.01-433136.87 10.1334 -43.5269 22.6 9.7 8.0 "$7.7 \pm 0.2$" 0.7 "$2.4 \pm 0.7$" 0.96 0.02 0.05 nan None 0.3 nan SN-E2 -1.0 "" 0.8469300270080566 -1.0 0.8469300270080566 474 ""
J003530.83-435417.21 8.8785 -43.9048 22.2 7.7 6.2 "$6.9 \pm 0.5$" 0.1 "$2.0 \pm 0.4$" 0.31 0.02 0.02 nan None 0.4 nan SN-E2 -1.0 "" -1.0 -1.0 0.31 475 ""
J003457.28-440846.06 8.7387 -44.1461 21.9 6.3 7.8 "$8.7 \pm 0.3$" 0.3 "$2.3 \pm 0.8$" 0.95 0.20 0.40 nan None 0.9 nan SN-E2 -1.0 "" -1.0 -1.0 0.95 476 ""
J003427.34-440827.11 8.6139 -44.1409 22.3 7.4 7.7 "$8.6 \pm 0.3$" 0.5 "$2.5 \pm 0.8$" 0.58 0.03 0.01 nan None 1.2 nan SN-E2 -1.0 "" -1.0 -1.0 0.58 477 ""
J003648.84-440303.90 9.2035 -44.0511 21.8 12.7 9.2 "$8.8 \pm 0.3$" 0.4 "$2.1 \pm 0.6$" 1.45 0.35 0.15 nan None 0.9 nan SN-E2 1.425 2017AJ....153..107T 1.4249199628829956 -1.0 1.4249199628829956 478 ""
J003538.89-440234.27 8.912 -44.0429 22.3 9.6 9.3 "$8.7 \pm 0.5$" 0.2 "$2.7 \pm 0.7$" 0.84 0.01 0.04 nan None 0.2 nan SN-E2 -1.0 "" 0.8062599897384644 -1.0 0.8062599897384644 479 ""
J003643.56-440647.16 9.1815 -44.1131 22.4 8.0 6.7 "$10.0 \pm 0.6$" 0.1 "$2.5 \pm 0.7$" 0.74 0.02 0.03 nan None 0.4 nan SN-E2 -1.0 "" -1.0 -1.0 0.74 480 ""
J003535.79-440615.43 8.8991 -44.1043 21.5 9.5 8.4 "$7.7 \pm 0.6$" 0.1 "$2.1 \pm 0.6$" 1.15 0.15 0.40 nan None 18.3 nan SN-E2 -1.0 "" -1.0 -1.0 1.15 481 ""
J003617.53-440022.36 9.0731 -44.0062 20.5 8.5 3.5 "$7.5 \pm 0.3$" 0.3 "$0.7 \pm 25.7$" 0.2 0.05 0.03 nan None 22.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.2 482 ""
J003538.53-440019.85 8.9105 -44.0055 21.5 11.1 5.9 "$8.6 \pm 0.2$" 0.8 "$2.4 \pm 1.3$" 0.27 0.05 0.02 nan None 0.9 nan SN-E2 -1.0 "" -1.0 -1.0 0.27 483 ""
J003548.04-442456.92 8.9502 -44.4158 22.4 11.5 10.1 "$6.7 \pm 0.2$" 1.9 "$3.2 \pm 0.7$" 0.04 0.01 0.03 nan None 17.6 nan SN-E2 -1.0 "" -1.0 -1.0 0.04 484 ""
J003456.31-442400.78 8.7346 -44.4002 21.1 11.5 8.2 "$8.8 \pm 0.2$" 0.8 "$1.7 \pm 0.3$" 0.85 0.05 0.50 nan None 0.5 nan SN-E2 -1.0 "" 0.7998999953269958 -1.0 0.7998999953269958 485 ""
J003831.04-441900.79 9.6293 -44.3169 21.4 11.8 9.6 "$8.0 \pm 0.7$" -0.0 "$2.1 \pm 0.5$" 0.9 0.10 0.30 nan None 0.8 nan SN-E2 -1.0 "" 0.9377599954605103 -1.0 0.9377599954605103 486 ""
J004059.21-434459.23 10.2467 -43.7498 23.6 3.2 5.4 "$7.8 \pm 0.5$" 0.2 "$2.1 \pm 0.5$" 0.76 0.01 0.02 nan None 0.7 nan SN-E2 -1.0 "" -1.0 -1.0 0.76 487 ""
J004019.07-434554.48 10.0794 -43.7651 24.0 8.9 3.4 "$9.2 \pm 0.5$" 0.5 "$-1.6 \pm 13.2$" 0.34 0.02 0.01 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.34 488 ""
J003950.15-434142.26 9.9589 -43.6951 21.8 9.7 7.6 "$9.9 \pm 0.2$" 0.7 "$1.8 \pm 0.3$" 0.33 0.01 0.03 nan None 0.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.33 489 ""
J003930.56-434521.81 9.8773 -43.7561 23.2 4.8 5.5 "$8.9 \pm 0.4$" 0.3 "$2.2 \pm 0.9$" 0.76 0.01 0.04 nan None 0.8 nan SN-E2 -1.0 "" 1.5597399473190308 -1.0 1.5597399473190308 490 ""
J003916.00-434613.92 9.8167 -43.7705 20.2 8.8 7.0 "$8.0 \pm 0.3$" 0.5 "$2.8 \pm 1.0$" 0.24 0.14 0.06 nan None 0.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.24 491 ""
J003808.67-434804.00 9.5361 -43.8011 22.3 8.9 7.3 "$8.6 \pm 0.4$" 0.4 "$2.2 \pm 0.6$" 0.81 0.05 0.02 nan None 17.4 nan SN-E2 -1.0 "" 0.7226200103759766 -1.0 0.7226200103759766 492 ""
J003914.19-434825.35 9.8091 -43.807 21.6 12.4 9.0 "$6.4 \pm 0.8$" 0.1 "$2.0 \pm 0.3$" 0.18 0.03 0.01 nan None 0.4 nan SN-E2 -1.0 "" -1.0 -1.0 0.18 493 ""
J003907.02-434120.77 9.7793 -43.6891 21.7 12.0 9.8 "$7.4 \pm 0.6$" 0.2 "$3.0 \pm 0.8$" 0.35 0.03 0.01 nan None 0.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.35 494 ""
J003927.51-442253.48 9.8646 -44.3815 20.6 13.0 10.0 "$7.4 \pm 0.3$" 0.4 "$2.3 \pm 0.5$" 0.29 0.03 0.03 nan None 0.6 nan SN-E2 0.53 2017AJ....153..107T 0.5302500128746033 -1.0 0.5302500128746033 495 ""
J003354.83-443016.05 8.4785 -44.5045 19.7 13.6 9.8 "$7.4 \pm 0.7$" 0.2 "$2.2 \pm 0.4$" 0.5 0.15 0.25 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 0.5 496 ""
J004142.26-441744.18 10.4261 -44.2956 19.7 11.2 8.1 "$7.4 \pm 0.1$" 1.9 "$2.7 \pm 0.8$" 0.19 0.12 0.04 nan None 17.9 nan SN-E2 -1.0 "" -1.0 -1.0 0.19 497 ""
J004145.07-441441.50 10.4378 -44.2449 22.8 4.0 7.0 "$8.1 \pm 0.3$" 0.5 "$2.7 \pm 0.8$" 1.07 0.01 0.03 nan None 0.4 nan SN-E2 -1.0 "" 0.9572100043296814 -1.0 0.9572100043296814 498 ""
J004142.22-441333.17 10.4259 -44.2259 18.9 13.3 10.1 "$7.3 \pm 0.3$" 0.9 "$2.8 \pm 0.7$" 0.13 0.18 0.02 nan None 1.0 nan SN-E2 -1.0 "" -1.0 -1.0 0.13 499 ""
J004134.41-441421.80 10.3934 -44.2394 20.6 9.6 6.4 "$7.2 \pm 0.1$" 3.0 "$2.9 \pm 0.8$" 0.15 0.02 0.03 nan None 22.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.15 500 ""
J004140.15-441326.66 10.4173 -44.2241 19.1 13.0 9.9 "$7.2 \pm 0.2$" 1.7 "$2.9 \pm 0.7$" 0.11 0.22 0.08 nan None 0.2 nan SN-E2 -1.0 "" -1.0 -1.0 0.11 501 ""
J004136.37-441027.22 10.4015 -44.1742 22.6 11.1 9.3 "$8.9 \pm 0.7$" 0.1 "$2.4 \pm 0.8$" 1.35 0.10 0.10 nan None 1.0 -13.69 SN-E2 -1.0 "" -1.0 -1.0 1.35 502 ""
J003505.35-443440.24 8.7723 -44.5778 21.8 12.7 10.7 "$10.6 \pm 0.1$" 7.5 "$2.9 \pm 0.7$" 0.95 0.02 0.01 nan None 0.4 nan SN-E2 -1.0 "" 0.8691999912261963 -1.0 0.8691999912261963 503 ""
J003354.77-443355.96 8.4782 -44.5655 22.6 6.7 4.4 "$7.4 \pm 0.5$" 0.1 "$2.0 \pm 0.5$" 0.31 0.02 0.01 nan None 0.6 nan SN-E2 -1.0 "" -1.0 -1.0 0.31 504 ""
J003631.94-441419.08 9.1331 -44.2386 20.5 11.3 8.5 "$8.3 \pm 0.5$" 0.5 "$1.9 \pm 0.3$" 0.38 0.09 0.03 nan None 0.6 nan SN-E2 -1.0 "" 0.43575000762939453 -1.0 0.43575000762939453 505 ""
J004124.53-441452.70 10.3522 -44.248 22.9 8.7 7.2 "$7.9 \pm 0.4$" 0.2 "$2.6 \pm 1.0$" 0.23 0.01 0.01 nan None 18.0 nan SN-E2 -1.0 "" -1.0 -1.0 0.23 506 ""
J003412.96-442305.28 8.554 -44.3848 22.1 10.8 7.9 "$8.6 \pm 0.5$" 0.2 "$2.0 \pm 0.3$" 0.37 0.04 0.03 nan None 0.7 nan SN-E2 -1.0 "" 0.7423499822616577 -1.0 0.7423499822616577 507 ""
J003941.63-435435.50 9.9235 -43.9099 22.8 7.1 8.1 "$8.5 \pm 0.3$" 0.4 "$2.7 \pm 0.8$" 0.45 0.08 0.03 nan None 1.2 nan SN-E2 -1.0 "" -1.0 -1.0 0.45 508 ""
J003900.46-435105.26 9.7519 -43.8515 21.7 12.4 9.7 "$8.3 \pm 0.4$" 0.1 "$2.4 \pm 0.7$" 1.35 0.10 0.15 nan None 1.1 nan SN-E2 -1.0 "" -1.0 -1.0 1.35 509 ""
J004005.21-435133.07 10.0217 -43.8592 20.2 13.9 10.7 "$6.9 \pm 0.3$" 0.3 "$2.1 \pm 0.3$" 0.32 0.04 0.05 nan None 0.6 nan SN-E2 -1.0 "" 0.37099000811576843 -1.0 0.37099000811576843 510 ""
J003406.02-442101.84 8.5251 -44.3505 22.3 7.5 4.3 "$7.9 \pm 0.3$" 0.2 "$0.7 \pm 0.4$" 0.25 0.03 0.03 nan None 22.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.25 511 ""
J004041.76-441824.49 10.174 -44.3068 20.8 13.7 10.5 "$7.0 \pm 0.7$" 0.3 "$3.2 \pm 0.7$" 0.3 0.03 0.03 nan None 22.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.3 512 ""
J004034.83-442734.37 10.1451 -44.4595 22.7 5.1 5.3 "$10.0 \pm 0.1$" 8.0 "$2.9 \pm 0.8$" 0.8 0.01 0.03 nan None 17.9 nan SN-E2 -1.0 "" -1.0 -1.0 0.8 513 ""
J003547.06-443408.63 8.9461 -44.5691 22.3 6.0 7.7 "$6.8 \pm 0.6$" 0.1 "$2.0 \pm 0.4$" 0.24 0.02 0.03 nan None 0.7 nan SN-E2 -1.0 "" 0.9978899955749512 -1.0 0.9978899955749512 514 ""
J003414.87-442839.00 8.562 -44.4775 21.0 10.1 5.0 "$7.2 \pm 0.8$" 0.2 "$2.5 \pm 0.9$" 0.28 0.01 0.04 nan None 0.3 nan SN-E2 -1.0 "" -1.0 -1.0 0.28 515 ""
J003619.66-443010.09 9.0819 -44.5028 22.8 9.3 7.3 "$9.3 \pm 0.2$" 1.1 "$2.1 \pm 0.7$" 1.4 0.30 0.10 nan None 1.0 nan SN-E2 -1.0 "" -1.0 -1.0 1.4 516 ""
J003528.40-443729.90 8.8683 -44.625 22.8 7.7 7.7 "$6.3 \pm 0.4$" 0.0 "$3.1 \pm 0.8$" 0.26 0.02 0.01 nan None 0.9 nan SN-E2 -1.0 "" -1.0 -1.0 0.26 517 ""
J003636.47-443523.08 9.152 -44.5897 22.8 7.7 8.5 "$8.5 \pm 0.1$" 1.8 "$2.7 \pm 0.7$" 0.16 0.03 0.02 nan None 0.8 nan SN-E2 -1.0 "" 1.9279999732971191 -1.0 1.9279999732971191 518 ""
J003659.91-443002.81 9.2496 -44.5008 23.1 8.3 3.7 "$7.3 \pm 0.6$" 0.0 "$2.1 \pm 0.6$" 0.45 0.02 0.04 nan None 17.9 nan SN-E2 -1.0 "" 1.806190013885498 -1.0 1.806190013885498 519 ""
J003704.89-443233.45 9.2704 -44.5426 21.0 10.0 8.3 "$7.8 \pm 0.5$" 0.0 "$2.5 \pm 1.0$" 1.25 0.50 0.50 nan None 1.1 nan SN-E2 1.233 2017AJ....153..107T 1.2330299615859985 -1.0 1.2330299615859985 520 ""
J004043.13-443706.49 10.1797 -44.6185 22.4 9.6 8.7 "$5.9 \pm 0.8$" 0.0 "$3.0 \pm 0.8$" 0.06 0.02 0.01 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.06 521 ""
J003612.32-444049.64 9.0513 -44.6805 20.8 7.6 6.1 "$7.3 \pm 0.8$" 0.4 "$2.4 \pm 0.8$" 0.31 0.02 0.03 nan None 17.3 nan SN-E2 -1.0 "" -1.0 -1.0 0.31 522 ""
J004124.85-442837.53 10.3536 -44.4771 23.6 4.5 4.2 "$6.3 \pm 0.5$" 0.5 "$2.1 \pm 0.6$" 0.17 0.02 0.03 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.17 523 ""
J003652.59-445430.57 9.2191 -44.9085 21.7 5.2 7.0 "$6.7 \pm 0.6$" 0.2 "$2.1 \pm 0.6$" 0.12 0.01 0.02 nan None 0.3 nan SN-E2 -1.0 "" -1.0 -1.0 0.12 524 ""
J003556.14-445621.24 8.9839 -44.9392 20.5 6.3 4.3 "$6.9 \pm 0.3$" 0.4 "$1.6 \pm 0.3$" 0.34 0.02 0.01 nan None 0.5 nan SN-E2 -1.0 "" 0.3491300046443939 -1.0 0.3491300046443939 525 ""
J003650.22-445448.40 9.2092 -44.9134 23.5 7.6 7.1 "$8.9 \pm 0.4$" 0.5 "$2.6 \pm 0.8$" 1.0 0.15 0.10 nan None 0.6 nan SN-E2 -1.0 "" -1.0 -1.0 1.0 526 ""
J003728.86-444636.24 9.3703 -44.7767 23.0 3.6 5.9 "$8.4 \pm 0.2$" 0.8 "$3.0 \pm 0.8$" 0.23 0.01 0.01 nan None 0.6 nan SN-E2 -1.0 "" -1.0 -1.0 0.23 527 ""
J003719.76-444036.33 9.3323 -44.6768 19.8 14.0 10.1 "$6.9 \pm 0.4$" 0.2 "$2.1 \pm 0.4$" 0.28 0.01 0.04 nan None 1.2 nan SN-E2 -1.0 "" 0.3358300030231476 -1.0 0.3358300030231476 528 ""
J003557.51-444956.26 8.9896 -44.8323 22.7 4.5 6.5 "$7.9 \pm 0.4$" 0.3 "$2.9 \pm 0.8$" 0.83 0.03 0.05 nan None 0.4 nan SN-E2 -1.0 "" 0.8641700148582458 -1.0 0.8641700148582458 529 ""
J003704.49-444728.32 9.2687 -44.7912 21.3 8.6 8.3 "$8.2 \pm 0.5$" 0.1 "$2.1 \pm 0.6$" 0.89 0.03 0.04 nan None 0.6 nan SN-E2 -1.0 "" -1.0 -1.0 0.89 530 ""
J003712.45-444244.43 9.3019 -44.7123 21.9 11.6 9.6 "$8.5 \pm 0.3$" 0.4 "$2.3 \pm 0.8$" 1.15 0.15 0.60 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 1.15 531 ""
J003748.19-444428.17 9.4508 -44.7412 22.1 7.2 6.6 "$9.3 \pm 0.4$" 0.3 "$2.7 \pm 0.7$" 1.03 0.02 0.02 nan None 0.5 nan SN-E2 -1.0 "" 0.8052700161933899 -1.0 0.8052700161933899 532 ""
J003705.78-444006.02 9.2741 -44.6683 21.4 8.3 4.7 "$8.0 \pm 0.5$" 0.4 "$1.2 \pm 0.2$" 0.77 0.04 0.02 nan None 0.2 nan SN-E2 -1.0 "" 0.6658200025558472 -1.0 0.6658200025558472 533 ""
J004145.78-442324.50 10.4407 -44.3901 22.1 7.0 6.1 "$8.3 \pm 0.2$" 1.5 "$2.5 \pm 0.8$" 0.4 0.03 0.02 nan None 0.6 nan SN-E2 -1.0 "" -1.0 -1.0 0.4 534 ""
J022840.37-040343.83 37.1682 -4.0622 22.8 16.3 14.9 "$8.1 \pm 0.2$" 1.3 "$2.9 \pm 0.9$" 0.25 0.01 0.03 nan None 17.8 nan SN-X3 -1.0 "" -1.0 -1.0 0.25 535 ""
J022833.54-040141.58 37.1397 -4.0282 21.9 9.1 12.2 "$8.6 \pm 0.2$" 0.9 "$1.7 \pm 0.2$" 0.7 0.45 0.10 nan None 17.5 nan SN-X3 0.84104 2020ApJS..249....3A -1.0 0.8415 0.8415 536 ""
J022618.06-040437.28 36.5752 -4.077 23.7 10.7 10.4 "$9.0 \pm 0.3$" 0.6 "$1.5 \pm 0.3$" 1.37 0.01 0.03 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 1.37 537 ""
J022531.37-040316.79 36.3807 -4.0547 23.3 14.3 12.9 "$7.9 \pm 0.6$" 0.1 "$2.9 \pm 0.7$" 0.25 0.02 0.02 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.25 538 ""
J022724.85-041130.66 36.8536 -4.1919 22.0 12.1 14.4 "$8.7 \pm 0.4$" 0.4 "$1.6 \pm 0.3$" 1.1 0.05 0.30 nan None 22.5 nan SN-X3 0.584 2018A&A...620A...5A -1.0 -1.0 0.584 539 ""
